, ,Time,StnPres,Temperature,RH,WS,WD,Precp,Holiday,target
5396,6639,7,1018.9,16.2,97.0,1.9,77.0,0.0,0,1
5397,6660,7,1017.9,16.7,95.0,2.7,74.0,0.0,0,0
5398,6681,7,1013.6,19.3,88.0,0.0,0.0,0.0,0,0
5399,6702,7,1015.9,15.6,67.0,0.1,0.0,0.0,0,1
5400,6765,7,1010.7,15.2,84.0,0.0,0.0,0.0,0,1
5401,6786,7,1010.5,18.0,84.0,0.0,0.0,0.0,0,1
5402,6807,7,1010.0,19.1,89.0,0.0,0.0,0.0,0,1
5403,6828,7,1009.8,21.8,95.0,1.3,80.0,0.0,0,0
5404,6849,7,1014.7,15.4,94.0,2.4,80.0,0.5,0,1
5405,6912,7,1011.0,17.0,95.0,0.3,58.0,1.0,0,1
5406,6933,7,1017.6,14.1,91.0,1.3,78.0,0.0,0,1
5407,6954,7,1022.5,11.7,87.0,1.8,71.0,0.0,0,0
5408,6975,7,1019.4,14.0,84.0,2.8,79.0,0.0,0,0
5409,6996,7,1020.2,15.4,97.0,1.0,80.0,0.0,0,0
5410,46,7,1017.4,19.8,87.0,2.1,100.0,0.3,0,0
5411,67,7,1015.3,20.9,83.0,3.4,50.0,0.0,0,0
5412,88,7,1013.1,19.5,80.0,1.1,160.0,0.0,0,0
5413,109,7,1013.1,20.9,81.0,0.5,190.0,0.0,0,0
5414,172,7,1015.1,18.1,69.0,3.0,50.0,0.0,0,0
5415,193,7,1016.9,17.4,67.0,3.5,50.0,0.0,0,1
5416,214,7,1017.3,18.5,72.0,4.9,50.0,0.0,0,0
5417,235,7,1013.6,19.7,80.0,3.6,60.0,0.0,0,0
5418,256,7,1013.2,16.4,82.0,3.3,60.0,0.0,0,0
5419,319,7,1019.7,13.5,85.0,2.9,60.0,0.0,0,0
5420,340,7,1019.4,16.4,77.0,3.5,50.0,0.0,0,0
5421,361,7,1019.6,18.2,83.0,0.5,190.0,0.0,0,0
5422,382,7,1018.3,18.6,83.0,0.7,300.0,0.0,0,0
5423,403,7,1021.5,15.1,83.0,1.0,100.0,0.7,0,0
5424,466,7,1025.2,14.8,60.0,3.4,80.0,0.0,0,0
5425,487,7,1024.8,14.1,72.0,3.1,60.0,0.0,0,0
5426,508,7,1023.5,15.1,75.0,2.2,50.0,0.0,0,0
5427,529,7,1024.0,15.1,66.0,3.7,50.0,0.0,0,0
5428,676,7,1022.9,14.8,76.0,3.5,50.0,0.0,0,0
5429,697,7,1018.1,16.6,77.0,2.9,50.0,0.0,0,0
5430,760,7,1014.4,17.8,63.0,5.1,50.0,0.0,0,0
5431,781,7,1016.1,16.8,60.0,5.5,50.0,0.0,0,0
5432,802,7,1012.5,16.9,70.0,1.2,200.0,0.0,0,0
5433,823,7,1017.7,11.8,80.0,1.2,210.0,0.0,0,0
5434,844,7,1021.3,10.5,58.0,2.4,40.0,0.0,0,0
5435,907,7,1024.9,15.0,62.0,2.4,80.0,0.0,0,0
5436,928,7,1027.5,15.1,56.0,3.0,60.0,0.0,0,0
5437,949,7,1023.8,16.3,67.0,3.0,50.0,0.0,0,0
5438,970,7,1019.1,14.4,76.0,1.3,200.0,0.0,0,0
5439,991,7,1018.8,15.6,73.0,1.4,170.0,0.0,0,0
5440,1012,7,1020.1,19.0,75.0,0.6,210.0,0.0,0,0
5441,1054,7,1012.3,17.7,84.0,0.3,50.0,0.5,0,0
5442,1075,7,1019.3,16.7,77.0,4.5,60.0,0.0,0,1
5443,1096,7,1014.9,16.2,82.0,0.2,0.0,0.0,0,0
5444,1117,7,1014.6,17.0,82.0,4.8,50.0,0.0,0,0
5445,1138,7,1018.4,13.5,83.0,3.6,50.0,0.1,0,0
5446,1243,7,1016.3,14.2,88.0,0.6,160.0,0.0,0,0
5447,1264,7,1017.4,15.8,64.0,2.9,50.0,0.0,0,0
5448,1285,7,1015.8,14.7,61.0,3.4,60.0,0.0,0,1
5449,1348,7,1012.2,15.4,85.0,0.4,300.0,4.3,0,1
5450,1369,7,1015.4,14.8,62.0,3.0,50.0,0.0,0,0
5451,1390,7,1015.6,13.6,81.0,1.4,90.0,0.5,0,1
5452,1411,7,1015.4,15.7,73.0,4.6,50.0,0.0,0,0
5453,1432,7,1011.0,17.1,87.0,1.9,70.0,1.0,0,1
5454,1495,7,1009.1,20.5,88.0,0.9,190.0,2.3,0,1
5455,1516,7,1016.4,13.1,83.0,2.0,60.0,0.6,0,1
5456,1537,7,1018.8,15.4,67.0,2.5,50.0,0.0,0,1
5457,1558,7,1015.1,15.1,88.0,1.2,130.0,4.0,0,1
5458,1579,7,1015.6,16.6,88.0,2.7,90.0,0.0,0,1
5459,1642,7,1012.5,18.8,84.0,1.3,200.0,0.0,0,1
5460,1663,7,1014.4,19.9,79.0,3.2,50.0,0.0,0,1
5461,1684,7,1011.5,18.8,78.0,4.9,50.0,0.0,0,1
5462,1705,7,1012.9,18.1,85.0,0.2,0.0,0.0,0,1
5463,1726,7,1015.2,18.2,73.0,3.9,50.0,0.0,0,1
5464,1789,7,1020.6,16.0,64.0,3.1,50.0,0.0,0,0
5465,1810,7,1017.7,18.2,66.0,0.0,0.0,0.0,0,1
5466,1831,7,1017.1,18.5,70.0,0.8,100.0,0.0,0,1
5467,1852,7,1015.8,19.1,72.0,1.3,190.0,0.0,0,1
5468,1873,7,1010.4,20.6,77.0,1.1,200.0,0.0,0,1
5469,1978,7,1014.8,18.6,68.0,1.2,130.0,0.0,0,0
5470,1999,7,1011.2,21.4,68.0,1.7,150.0,0.0,0,0
5471,2020,7,1010.2,21.6,71.0,1.4,140.0,0.0,0,1
5472,2083,7,1002.9,24.6,72.0,1.6,100.0,0.0,0,1
5473,2104,7,1004.1,23.5,74.0,4.2,50.0,0.0,0,1
5474,2125,7,1011.9,17.5,79.0,3.3,50.0,5.8,0,1
5475,2146,7,1014.6,18.4,65.0,3.7,50.0,0.0,0,1
5476,2167,7,1012.2,19.2,81.0,0.6,110.0,0.0,0,1
5477,2230,7,1007.9,23.7,74.0,1.1,190.0,0.0,0,1
5478,2251,7,1003.2,25.7,72.0,2.1,160.0,0.0,0,1
5479,2272,7,1006.7,25.9,76.0,0.4,40.0,0.0,0,1
5480,2293,7,1006.5,23.9,73.0,2.1,140.0,0.0,0,1
5481,2314,7,1005.5,25.0,72.0,0.8,180.0,0.0,0,1
5482,2377,7,1011.6,19.4,75.0,1.5,50.0,1.0,0,0
5483,2398,7,1009.8,21.8,70.0,0.3,260.0,0.0,0,0
5484,2419,7,1007.3,23.4,74.0,0.5,110.0,0.0,0,1
5485,2440,7,1010.2,18.7,76.0,3.5,50.0,0.5,0,0
5486,2461,7,1012.7,17.0,79.0,1.3,150.0,0.0,0,1
5487,2524,7,1011.5,21.2,75.0,0.7,80.0,0.0,0,0
5488,2545,7,1009.8,22.9,83.0,0.9,130.0,0.2,0,1
5489,2566,7,1010.4,23.8,86.0,0.9,180.0,0.4,0,1
5490,2587,7,1008.9,24.9,78.0,0.5,190.0,0.0,0,1
5491,2608,7,1009.9,25.6,78.0,0.7,190.0,0.0,0,1
5492,2671,7,1009.7,23.9,75.0,0.5,90.0,0.0,0,1
5493,2692,7,1008.8,24.2,80.0,1.9,290.0,0.0,0,1
5494,2713,7,1010.6,25.8,76.0,1.1,70.0,0.0,0,1
5495,2734,7,1011.6,26.8,74.0,0.9,180.0,0.0,0,0
5496,2755,7,1007.8,25.9,73.0,1.1,180.0,0.0,0,1
5497,2818,7,1007.6,25.7,72.0,1.4,130.0,0.0,0,0
5498,2839,7,1005.6,21.0,90.0,1.9,100.0,3.0,0,1
5499,2860,7,1006.0,20.9,90.0,1.7,110.0,0.0,0,0
5500,2881,7,1009.2,24.3,74.0,3.9,40.0,0.0,0,0
5501,2902,7,1009.4,25.6,67.0,3.6,60.0,0.0,0,1
5502,2965,7,1005.3,24.9,79.0,2.7,50.0,0.0,0,0
5503,2986,7,1005.4,26.2,73.0,0.9,200.0,0.0,0,0
5504,3007,7,1002.6,26.9,74.0,1.6,150.0,0.0,0,0
5505,3028,7,1005.8,22.0,88.0,1.3,90.0,0.5,0,0
5506,3049,7,1006.8,23.3,68.0,2.3,110.0,0.0,0,0
5507,3154,7,1002.9,25.5,89.0,0.4,200.0,0.0,0,1
5508,3175,7,1000.2,27.5,77.0,0.3,120.0,0.0,0,0
5509,3196,7,997.9,24.9,88.0,1.2,330.0,1.0,0,0
5510,3217,7,1001.5,25.2,87.0,1.6,70.0,0.0,0,0
5511,3259,7,1005.2,25.7,89.0,0.6,90.0,0.0,0,1
5512,3280,7,1007.6,27.4,79.0,1.4,200.0,0.0,0,0
5513,3301,7,1007.8,27.8,76.0,1.6,150.0,0.0,0,1
5514,3322,7,1008.5,27.7,74.0,1.4,170.0,0.0,0,0
5515,3343,7,1007.1,27.6,74.0,0.6,150.0,0.0,0,1
5516,3406,7,1005.7,26.7,79.0,1.4,150.0,0.0,0,0
5517,3427,7,1006.5,26.9,81.0,0.1,0.0,0.0,0,0
5518,3448,7,1004.4,25.9,86.0,0.7,310.0,2.0,0,0
5519,3469,7,1006.3,22.3,86.0,3.3,60.0,0.5,0,1
5520,3490,7,1003.5,23.0,91.0,0.4,100.0,1.0,0,0
5521,3553,7,1003.1,24.2,92.0,1.1,160.0,1.0,0,0
5522,3574,7,1001.8,25.6,75.0,1.1,180.0,0.0,0,0
5523,3595,7,1002.6,27.2,75.0,0.6,120.0,0.0,0,0
5524,3616,7,1004.9,27.0,75.0,1.3,150.0,0.0,0,0
5525,3637,7,1005.4,27.7,74.0,0.9,160.0,0.0,0,1
5526,3700,7,1003.8,28.4,70.0,1.1,120.0,0.0,0,0
5527,3721,7,1005.9,29.0,72.0,0.2,0.0,0.0,0,0
5528,3742,7,1007.6,28.0,71.0,0.6,60.0,0.0,0,0
5529,3763,7,1007.7,28.2,69.0,0.7,190.0,0.0,0,0
5530,3784,7,1006.7,28.0,71.0,0.3,180.0,0.0,0,0
5531,3847,7,1004.5,28.1,70.0,0.7,170.0,0.0,0,0
5532,3868,7,1007.5,27.7,73.0,1.2,90.0,0.0,0,0
5533,3889,7,1009.0,26.8,71.0,0.8,170.0,0.0,0,0
5534,3910,7,1008.3,28.8,69.0,0.2,0.0,0.0,0,0
5535,3931,7,1007.7,28.1,67.0,0.9,90.0,0.0,0,0
5536,3994,7,1006.0,27.5,73.0,0.7,160.0,0.0,0,0
5537,4015,7,1007.1,28.6,72.0,0.3,180.0,0.0,0,0
5538,4036,7,1009.2,28.1,72.0,0.9,160.0,0.0,0,0
5539,4057,7,1007.4,28.2,70.0,1.5,170.0,0.0,0,0
5540,4078,7,1006.8,28.3,68.0,1.5,150.0,0.0,0,0
5541,4141,7,1009.0,28.5,60.0,1.9,140.0,0.0,0,0
5542,4162,7,1010.6,28.5,65.0,1.5,150.0,0.0,0,0
5543,4183,7,1008.0,28.8,62.0,0.9,150.0,0.0,0,0
5544,4204,7,1006.8,28.8,64.0,1.6,160.0,0.0,0,0
5545,4225,7,1007.4,28.8,62.0,1.7,150.0,0.0,0,0
5546,4288,7,1003.7,29.4,66.0,1.3,210.0,0.0,0,0
5547,4309,7,1002.6,28.7,62.0,1.1,110.0,0.0,0,0
5548,4330,7,1002.1,28.9,64.0,1.5,130.0,0.0,0,0
5549,4351,7,1002.6,27.9,65.0,1.8,150.0,0.0,0,0
5550,4372,7,1001.6,29.7,62.0,3.4,60.0,0.0,0,0
5551,4435,7,994.0,26.8,84.0,1.8,80.0,1.0,0,0
5552,4456,7,1000.1,27.3,72.0,1.8,130.0,0.0,0,0
5553,4477,7,1001.5,28.6,72.0,0.5,180.0,0.0,0,0
5554,4498,7,1000.2,27.6,79.0,0.7,180.0,0.0,0,0
5555,4519,7,1000.5,27.7,78.0,1.1,150.0,0.0,0,0
5556,4582,7,1002.5,30.3,64.0,0.7,300.0,0.0,0,0
5557,4603,7,1002.6,30.9,62.0,0.6,290.0,0.0,0,0
5558,4624,7,1001.6,30.6,58.0,3.4,260.0,0.0,0,0
5559,4645,7,1001.9,30.0,62.0,1.4,210.0,0.0,0,0
5560,4666,7,1004.0,29.7,69.0,0.2,0.0,0.0,0,0
5561,4729,7,1005.2,29.3,74.0,1.1,210.0,0.0,0,0
5562,4750,7,1005.0,28.8,72.0,0.9,160.0,0.0,0,0
5563,4771,7,1005.0,29.0,71.0,1.4,110.0,0.0,0,0
5564,4792,7,1006.3,28.9,71.0,1.3,170.0,0.0,0,0
5565,4813,7,1007.9,28.5,72.0,0.8,170.0,0.0,0,0
5566,4876,7,1001.5,28.9,71.0,1.8,60.0,0.0,0,0
5567,4897,7,997.1,29.7,67.0,4.0,70.0,0.0,0,0
5568,4918,7,1003.0,29.0,68.0,1.0,50.0,0.0,0,0
5569,4939,7,1007.3,27.8,74.0,1.9,130.0,0.0,0,0
5570,4960,7,1006.1,27.6,77.0,0.8,70.0,0.0,0,0
5571,5023,7,1009.2,27.3,76.0,1.4,150.0,0.0,0,0
5572,5044,7,1006.9,29.3,70.0,3.2,60.0,0.0,0,0
5573,5065,7,1005.2,29.2,69.0,1.8,110.0,0.0,0,0
5574,5086,7,1004.2,29.0,71.0,2.8,50.0,0.0,0,0
5575,5107,7,1002.2,28.5,75.0,3.8,40.0,0.1,0,0
5576,5170,7,1007.0,25.3,87.0,0.4,110.0,0.0,0,0
5577,5191,7,1006.7,27.5,78.0,0.5,160.0,0.0,0,0
5578,5212,7,1003.2,30.3,65.0,2.3,70.0,0.0,0,0
5579,5233,7,1004.8,29.7,69.0,2.1,260.0,0.0,0,0
5580,5254,7,1007.0,29.1,73.0,1.2,70.0,0.0,0,0
5581,5317,7,1006.2,27.0,71.0,2.2,160.0,0.0,0,1
5582,5338,7,1006.5,28.2,63.0,1.0,120.0,0.0,0,1
5583,5359,7,1007.4,27.1,78.0,1.4,40.0,0.6,0,1
5584,5380,7,1004.8,24.3,76.0,4.0,220.0,1.4,0,0
5585,5401,7,1005.0,28.3,60.0,1.6,250.0,0.0,0,1
5586,5464,7,1008.6,24.8,60.0,1.3,60.0,0.0,0,1
5587,5485,7,1008.0,25.8,62.0,2.4,150.0,0.0,0,1
5588,5506,7,1006.4,28.0,65.0,1.0,190.0,0.0,0,1
5589,5527,7,1005.9,28.2,63.0,1.2,200.0,0.0,0,1
5590,5548,7,1007.4,28.7,65.0,1.2,150.0,0.0,0,1
5591,5611,7,1009.2,27.6,61.0,1.7,140.0,0.0,0,1
5592,5632,7,1008.0,27.7,63.0,1.4,160.0,0.0,0,1
5593,5653,7,1006.6,28.0,60.0,1.7,150.0,0.0,0,1
5594,5674,7,1007.1,28.2,61.0,2.0,140.0,0.0,0,1
5595,5695,7,1009.7,28.1,66.0,2.6,50.0,0.0,0,1
5596,5716,7,1010.7,28.1,70.0,5.6,50.0,0.0,0,0
5597,5758,7,1008.9,28.1,71.0,2.5,160.0,0.0,0,1
5598,5779,7,1009.8,28.3,70.0,1.1,130.0,0.0,0,1
5599,5821,7,1011.6,26.3,78.0,3.8,50.0,0.0,0,1
5600,5842,7,1011.0,27.5,79.0,3.2,50.0,0.0,0,1
5601,5947,7,1009.4,28.3,78.0,3.4,60.0,0.0,0,1
5602,5968,7,1008.8,25.6,88.0,1.9,60.0,1.2,0,1
5603,5989,7,1007.0,24.4,83.0,5.2,50.0,0.1,0,1
5604,6052,7,1007.4,24.9,91.0,0.4,190.0,0.0,0,1
5605,6073,7,1010.8,25.4,85.0,2.2,50.0,0.1,0,1
5606,6094,7,1010.2,25.6,81.0,1.0,60.0,0.0,0,1
5607,6115,7,1008.6,23.8,84.0,2.1,50.0,0.0,0,1
5608,6136,7,1008.6,22.7,85.0,2.6,80.0,0.0,0,1
5609,6199,7,1012.3,20.0,67.0,1.0,150.0,0.0,0,1
5610,6220,7,1017.0,20.4,73.0,1.4,150.0,0.0,0,1
5611,6241,7,1017.3,22.0,65.0,2.8,60.0,0.0,0,1
5612,6262,7,1014.2,20.5,70.0,0.7,180.0,0.0,0,1
5613,6283,7,1011.2,21.3,70.0,1.0,150.0,0.0,0,1
5614,6346,7,1021.9,20.4,59.0,2.4,40.0,0.0,0,0
5615,6367,7,1018.0,20.8,63.0,2.3,50.0,0.0,0,1
5616,6388,7,1014.3,21.4,80.0,1.6,80.0,0.0,0,1
5617,6409,7,1011.3,22.6,73.0,1.3,180.0,0.0,0,1
5618,6430,7,1012.7,23.3,86.0,0.2,0.0,0.0,0,1
5619,6493,7,1013.3,23.6,72.0,3.1,50.0,0.0,0,0
5620,6514,7,1011.6,26.4,72.0,2.8,50.0,0.0,0,1
5621,6535,7,1014.0,22.9,80.0,2.9,50.0,0.0,0,1
5622,6556,7,1014.1,22.3,83.0,3.3,60.0,0.1,0,0
5623,6577,7,1011.3,24.1,77.0,3.2,50.0,0.0,0,0
5624,6640,7,1011.0,21.9,84.0,1.1,90.0,0.5,0,0
5625,6661,7,1011.6,22.5,83.0,1.1,50.0,0.0,0,1
5626,6682,7,1013.6,22.5,74.0,3.7,50.0,0.0,0,0
5627,6703,7,1012.4,23.4,82.0,3.1,50.0,0.0,0,1
5628,6724,7,1009.0,23.9,77.0,1.1,180.0,0.0,0,1
5629,6787,7,1016.3,18.9,86.0,1.7,70.0,0.5,0,0
5630,6808,7,1016.2,19.1,86.0,3.0,60.0,0.0,0,1
5631,6829,7,1012.1,20.9,83.0,1.4,280.0,0.0,0,1
5632,6850,7,1018.6,16.6,86.0,0.4,150.0,0.8,0,1
5633,6871,7,1021.1,18.6,65.0,2.0,50.0,0.0,0,1
5634,6934,7,1017.2,19.6,87.0,3.7,50.0,0.0,0,0
5635,6955,7,1014.2,23.0,74.0,2.0,60.0,0.0,0,1
5636,6976,7,1013.5,22.8,80.0,0.4,150.0,0.0,0,1
5637,6997,7,1014.4,22.4,78.0,3.5,50.0,0.0,0,1
5638,7018,7,1018.2,19.0,78.0,4.7,50.0,0.0,0,1
5639,7081,7,1016.0,19.7,77.0,0.6,180.0,0.0,0,0
5640,7102,7,1020.3,15.7,72.0,2.5,60.0,0.8,0,1
5641,7123,7,1017.4,15.5,71.0,4.0,60.0,0.2,0,1
5642,7144,7,1014.8,16.7,86.0,2.8,80.0,0.5,0,1
5643,7165,7,1020.0,14.8,83.0,1.1,280.0,0.3,0,0
5644,7228,7,1017.3,17.6,61.0,4.5,50.0,0.0,0,0
5645,7249,7,1017.6,16.4,84.0,3.5,50.0,0.2,0,1
5646,7270,7,1016.2,17.9,85.0,5.1,50.0,0.0,0,1
5647,7291,7,1016.7,18.0,75.0,3.3,60.0,0.0,0,0
5648,7312,7,1015.7,19.0,80.0,3.4,50.0,0.0,0,1
5649,7375,7,1022.3,13.8,89.0,1.2,100.0,0.9,0,0
5650,7396,7,1024.3,14.0,86.0,2.5,60.0,1.0,0,0
5651,7417,7,1025.9,15.3,72.0,1.7,60.0,0.0,0,0
5652,7438,7,1026.1,14.9,58.0,2.8,40.0,0.0,0,0
5653,7459,7,1019.5,16.7,68.0,3.5,50.0,0.0,0,0
5654,7522,7,1020.5,16.1,56.0,3.8,40.0,0.0,0,0
5655,7543,7,1019.2,18.1,66.0,3.8,60.0,0.0,0,0
5656,7564,7,1020.1,17.3,69.0,4.6,60.0,0.0,0,1
5657,7585,7,1017.4,18.6,73.0,2.6,40.0,0.0,0,0
5658,7606,7,1019.3,18.6,87.0,0.6,250.0,0.0,0,0
5659,25,7,1018.0,18.1,80.0,3.4,50.0,0.0,0,0
5660,46,7,1015.5,19.9,71.0,2.8,40.0,0.0,0,1
5661,67,7,1013.8,20.0,79.0,2.8,40.0,0.0,0,0
5662,88,7,1013.9,17.4,91.0,1.1,270.0,0.0,0,0
5663,151,7,1009.4,18.0,96.0,1.0,90.0,0.2,0,0
5664,172,7,1020.3,10.7,90.0,1.3,70.0,2.5,0,1
5665,193,7,1023.1,10.3,79.0,0.3,100.0,0.0,0,0
5666,214,7,1024.1,9.9,75.0,1.0,150.0,0.0,0,0
5667,235,7,1026.9,9.5,72.0,0.3,190.0,0.0,0,0
5668,298,7,1016.5,14.3,70.0,1.4,150.0,0.0,0,0
5669,319,7,1013.1,14.9,84.0,0.8,140.0,0.0,0,1
5670,340,7,1012.4,18.3,81.0,1.1,320.0,0.0,0,0
5671,361,7,1014.1,20.0,86.0,3.5,50.0,0.0,0,0
5672,382,7,1016.9,17.9,92.0,2.0,120.0,1.0,0,1
5673,445,7,1012.5,17.5,92.0,1.4,280.0,0.0,0,0
5674,466,7,1013.2,17.3,74.0,3.2,60.0,0.0,0,0
5675,487,7,1015.3,16.9,80.0,4.1,50.0,0.0,0,0
5676,508,7,1015.2,15.5,88.0,4.5,50.0,0.0,0,0
5677,529,7,1016.7,17.3,84.0,2.6,50.0,0.0,0,0
5678,592,7,1017.8,13.3,84.0,2.0,60.0,0.0,0,0
5679,613,7,1020.3,11.8,94.0,1.9,70.0,0.6,0,0
5680,634,7,1016.9,14.7,95.0,2.5,70.0,0.5,0,0
5681,655,7,1020.0,11.1,87.0,1.1,220.0,0.1,0,1
5682,676,7,1020.3,12.9,94.0,1.9,90.0,0.4,0,1
5683,739,7,1024.1,7.8,97.0,0.6,110.0,1.5,0,1
5684,760,7,1023.0,9.7,70.0,1.3,100.0,0.0,0,1
5685,781,7,1018.1,12.3,66.0,3.0,70.0,0.0,0,1
5686,802,7,1018.4,10.8,92.0,3.5,70.0,0.5,0,1
5687,823,7,1014.5,13.8,95.0,0.9,170.0,0.1,0,1
5688,886,7,1024.6,12.5,62.0,2.0,60.0,0.0,0,1
5689,907,7,1022.7,14.0,55.0,3.7,60.0,0.0,0,1
5690,928,7,1018.8,12.5,84.0,0.3,200.0,0.0,0,1
5691,1075,7,1013.5,15.9,90.0,0.4,160.0,0.2,0,1
5692,1096,7,1016.0,15.0,84.0,3.3,50.0,0.0,0,1
5693,1117,7,1018.1,14.7,83.0,4.5,50.0,0.0,0,1
5694,1180,7,1018.2,15.8,81.0,1.6,110.0,0.0,0,1
5695,1201,7,1015.1,17.4,80.0,1.1,190.0,0.0,0,1
5696,1243,7,1010.3,22.2,61.0,2.9,50.0,0.0,0,0
5697,1264,7,1010.1,20.8,70.0,1.7,140.0,0.0,0,0
5698,1327,7,1009.4,22.6,77.0,1.0,140.0,0.0,0,0
5699,1348,7,1009.8,23.3,74.0,1.6,160.0,0.0,0,0
5700,1369,7,1022.1,13.7,87.0,2.0,110.0,1.0,0,0
5701,1390,7,1018.5,16.5,54.0,2.8,60.0,0.0,0,0
5702,1411,7,1016.8,17.0,69.0,1.5,150.0,0.0,0,0
5703,1474,7,1008.6,24.4,74.0,1.1,140.0,0.0,0,1
5704,1495,7,1010.2,23.3,91.0,0.8,120.0,0.0,0,1
5705,1516,7,1008.0,25.5,78.0,1.6,160.0,0.0,0,0
5706,1537,7,1011.9,18.7,85.0,4.0,40.0,1.2,0,0
5707,1558,7,1013.7,18.9,59.0,3.8,70.0,0.0,0,0
5708,1621,7,1011.8,21.0,73.0,0.7,130.0,0.0,0,1
5709,1642,7,1011.7,22.7,65.0,3.7,90.0,0.0,0,1
5710,1663,7,1010.6,23.7,69.0,0.9,200.0,0.0,0,0
5711,1684,7,1010.2,23.9,73.0,1.4,170.0,0.0,0,0
5712,1705,7,1007.4,25.4,70.0,1.2,180.0,0.0,0,1
5713,1768,7,1011.2,20.6,63.0,2.9,110.0,0.0,0,1
5714,1789,7,1011.6,22.2,71.0,1.1,190.0,0.0,0,1
5715,1810,7,1012.3,23.4,68.0,4.1,90.0,0.0,0,0
5716,1831,7,1011.1,23.1,72.0,1.6,160.0,0.0,0,0
5717,1852,7,1010.5,24.1,76.0,1.4,160.0,0.0,0,1
5718,1873,7,1010.4,25.1,72.0,1.0,190.0,0.0,0,0
5719,1915,7,1013.7,22.5,68.0,5.1,90.0,0.0,0,1
5720,1936,7,1014.3,22.4,59.0,4.8,80.0,0.0,0,1
5721,2062,7,1015.3,21.9,61.0,2.8,120.0,0.0,0,1
5722,2083,7,1012.0,23.9,64.0,3.0,80.0,0.0,0,1
5723,2104,7,1009.2,23.7,71.0,0.7,200.0,0.0,0,0
5724,2125,7,1007.9,25.3,71.0,0.9,170.0,0.0,0,0
5725,2146,7,1008.6,26.2,72.0,0.9,200.0,0.0,0,0
5726,2209,7,1005.2,28.6,74.0,1.2,190.0,0.0,0,1
5727,2230,7,1004.5,27.8,69.0,1.4,120.0,0.0,0,1
5728,2251,7,1005.5,28.6,70.0,0.7,280.0,0.0,0,0
5729,2272,7,1006.3,28.6,70.0,1.1,210.0,0.0,0,0
5730,2293,7,1007.3,28.6,64.0,1.2,310.0,0.0,0,1
5731,2356,7,1008.3,24.8,68.0,2.8,100.0,0.0,0,1
5732,2377,7,1006.5,26.8,71.0,0.7,160.0,0.0,0,1
5733,2398,7,1004.2,27.9,71.0,1.3,190.0,0.0,0,0
5734,2419,7,1006.0,27.6,65.0,1.8,190.0,0.0,0,0
5735,2440,7,1005.7,28.7,68.0,0.9,170.0,0.0,0,1
5736,2503,7,1007.0,28.2,70.0,0.9,200.0,0.0,0,1
5737,2524,7,1009.0,24.2,79.0,5.0,80.0,0.8,0,1
5738,2545,7,1009.2,24.2,66.0,3.0,90.0,0.0,0,0
5739,2566,7,1007.1,25.6,75.0,1.1,170.0,0.0,0,0
5740,2587,7,1006.7,26.7,77.0,2.0,120.0,0.0,0,0
5741,2650,7,1005.1,28.1,69.0,3.3,80.0,0.0,0,1
5742,2671,7,1001.2,29.6,69.0,3.8,80.0,0.0,0,1
5743,2692,7,999.1,27.9,71.0,3.1,100.0,0.0,0,0
5744,2713,7,997.2,27.7,73.0,1.3,140.0,0.0,0,0
5745,2734,7,996.9,26.7,79.0,0.9,320.0,0.5,0,0
5746,2797,7,995.2,26.1,78.0,2.4,110.0,0.0,0,1
5747,2818,7,995.7,24.6,84.0,1.8,180.0,0.5,0,1
5748,2839,7,1002.5,25.0,77.0,1.3,230.0,0.0,0,0
5749,2860,7,1002.3,26.8,75.0,2.3,90.0,0.0,0,0
5750,2881,7,1000.9,28.6,70.0,2.5,120.0,0.0,0,0
5751,2944,7,1003.2,28.1,69.0,1.6,190.0,0.0,0,0
5752,2965,7,1005.0,27.1,83.0,1.4,180.0,0.0,0,1
5753,2986,7,1004.2,27.8,77.0,1.0,170.0,0.0,0,0
5754,3007,7,1006.5,27.6,75.0,1.3,180.0,0.0,0,0
5755,3028,7,1007.9,28.0,78.0,1.1,140.0,0.0,0,1
5756,3091,7,1004.5,27.9,71.0,0.9,120.0,0.0,0,0
5757,3112,7,1000.7,28.7,71.0,1.2,180.0,0.0,0,1
5758,3133,7,1001.7,27.5,73.0,1.4,160.0,0.0,0,0
5759,3154,7,1001.2,27.8,71.0,1.0,240.0,0.0,0,0
5760,3175,7,998.8,28.8,66.0,1.3,240.0,0.0,0,0
5761,3238,7,997.6,29.4,64.0,1.3,220.0,0.0,0,0
5762,3259,7,999.9,27.7,68.0,2.3,190.0,0.0,0,0
5763,3280,7,1001.3,28.8,69.0,1.1,200.0,0.0,0,0
5764,3301,7,1003.4,27.1,77.0,0.7,130.0,0.0,0,0
5765,3322,7,1005.5,28.6,70.0,1.0,160.0,0.0,0,0
5766,3385,7,1003.5,27.4,76.0,0.5,90.0,0.0,0,0
5767,3406,7,1003.4,29.8,61.0,2.8,120.0,0.0,0,0
5768,3427,7,1003.2,29.4,61.0,3.6,130.0,0.0,0,0
5769,3448,7,1003.3,29.5,57.0,1.6,130.0,0.0,0,0
5770,3469,7,1003.5,27.3,78.0,4.0,90.0,0.0,0,0
5771,3553,7,1002.3,28.6,74.0,3.7,90.0,0.0,0,0
5772,3574,7,998.6,27.0,86.0,1.1,140.0,0.0,0,0
5773,3595,7,997.8,27.3,79.0,0.8,190.0,0.0,0,0
5774,3616,7,998.9,28.6,72.0,0.6,270.0,0.0,0,0
