, ,Time,StnPres,Temperature,RH,WS,WD,Precp,Holiday,target
22239,6968,20,1027.3,13.9,82.0,5.1,80.0,0.5,0,1
22240,6989,20,1024.1,15.5,85.0,4.3,80.0,0.0,0,1
22241,7010,20,1024.9,16.0,87.0,3.6,100.0,0.5,0,1
22242,17,20,1011.3,22.3,64.0,0.6,103.0,0.0,1,0
22243,38,20,1011.8,20.4,85.0,1.0,86.0,0.0,1,0
22244,143,20,1004.9,21.0,83.0,0.0,0.0,0.0,1,0
22245,164,20,1007.9,17.8,88.0,1.2,66.0,0.0,1,0
22246,290,20,1013.8,13.3,89.0,0.9,88.0,0.0,1,0
22247,311,20,1014.1,13.5,91.0,0.6,82.0,0.0,1,0
22248,437,20,1018.2,14.3,72.0,0.2,0.0,0.0,1,0
22249,458,20,1021.1,13.6,61.0,1.0,72.0,0.0,1,0
22250,563,20,1015.2,17.1,80.0,0.8,58.0,0.0,1,0
22251,584,20,1009.4,21.5,63.0,0.2,0.0,0.0,1,0
22252,605,20,1009.3,20.8,76.0,0.0,0.0,0.0,1,0
22253,626,20,1016.8,13.7,89.0,0.8,94.0,0.0,1,0
22254,647,20,1013.8,15.5,88.0,1.4,78.0,0.0,1,0
22255,668,20,1018.0,14.9,85.0,0.7,99.0,0.0,1,0
22256,731,20,1006.7,18.9,80.0,0.0,0.0,0.0,1,0
22257,752,20,1008.7,18.0,80.0,0.5,138.0,0.0,1,0
22258,878,20,1019.8,11.5,58.0,0.3,63.0,0.0,1,0
22259,899,20,1018.9,14.5,61.0,0.1,0.0,0.0,1,0
22260,1046,20,1007.3,21.5,63.0,0.0,0.0,0.0,1,0
22261,1172,20,1011.4,13.7,93.0,0.6,43.0,1.0,1,0
22262,1193,20,1015.6,13.8,75.0,0.0,0.0,0.0,1,0
22263,1214,20,1015.6,15.1,65.0,0.3,48.0,0.0,1,0
22264,1235,20,1010.9,14.4,81.0,1.0,52.0,0.0,1,0
22265,1319,20,1006.0,17.3,85.0,0.1,0.0,0.0,1,0
22266,1340,20,1002.4,20.4,79.0,0.0,0.0,0.0,1,0
22267,1466,20,1008.1,19.8,82.0,0.3,74.0,0.0,1,0
22268,1487,20,1004.7,20.6,83.0,0.0,0.0,0.0,1,0
22269,1613,20,1010.9,18.7,91.0,0.8,89.0,0.0,1,0
22270,1634,20,1011.1,19.0,90.0,0.0,0.0,0.0,1,0
22271,1760,20,1013.0,14.5,83.0,0.1,0.0,0.5,1,0
22272,1781,20,1016.3,15.6,62.0,0.1,0.0,0.0,1,0
22273,1907,20,1013.6,14.9,55.0,0.0,0.0,0.0,1,0
22274,1928,20,1013.9,16.5,46.0,0.7,64.0,0.0,1,0
22275,1949,20,1012.5,19.1,51.0,1.0,85.0,0.0,1,0
22276,1970,20,1009.2,21.3,59.0,0.6,98.0,0.0,1,0
22277,2054,20,1003.0,25.4,75.0,0.0,0.0,0.0,1,0
22278,2075,20,998.6,25.3,82.0,0.0,0.0,0.0,1,0
22279,2201,20,1005.4,23.9,84.0,0.2,0.0,0.0,1,0
22280,2222,20,1004.7,24.1,73.0,0.0,0.0,0.0,1,0
22281,5288,20,1002.3,28.5,80.0,0.6,88.0,0.0,1,0
22282,5309,20,1003.3,28.6,79.0,0.2,0.0,0.0,1,0
22283,5435,20,1000.8,27.3,65.0,0.4,74.0,0.0,1,0
22284,5456,20,1003.1,25.3,73.0,1.3,80.0,0.0,1,0
22285,5582,20,1003.8,30.4,73.0,0.4,77.0,0.0,1,0
22286,5603,20,1003.9,29.4,66.0,0.3,229.0,0.0,1,0
22287,5750,20,1003.5,29.5,65.0,0.9,84.0,0.0,1,0
22288,5813,20,1008.3,24.5,93.0,1.8,78.0,0.5,1,0
22289,5876,20,1007.3,25.7,90.0,1.7,72.0,0.0,1,0
22290,5897,20,1005.7,26.7,94.0,1.5,76.0,0.0,1,0
22291,5918,20,1005.4,28.9,71.0,2.2,84.0,0.0,1,0
22292,5939,20,1005.1,28.5,80.0,1.6,73.0,0.0,1,0
22293,6023,20,997.3,26.2,92.0,1.8,86.0,0.0,1,0
22294,6044,20,1002.0,25.5,95.0,0.0,0.0,0.0,1,0
22295,6170,20,1004.0,22.0,58.0,1.0,342.0,0.0,1,0
22296,6191,20,1005.9,20.4,59.0,0.1,0.0,0.0,1,0
22297,6317,20,1008.3,19.9,82.0,0.2,0.0,0.0,1,0
22298,6338,20,1015.1,22.0,67.0,0.6,95.0,0.0,1,0
22299,6464,20,1016.8,16.9,92.0,2.4,74.0,0.0,1,0
22300,6485,20,1012.0,20.0,92.0,2.9,79.0,0.0,1,0
22301,6611,20,1009.6,19.9,96.0,1.8,78.0,0.0,1,0
22302,6632,20,1007.4,20.8,94.0,1.6,80.0,0.0,1,0
22303,6758,20,1012.6,16.9,91.0,2.3,80.0,0.5,1,0
22304,6779,20,1011.5,16.6,99.0,1.9,79.0,1.0,1,0
22305,6905,20,1014.2,19.1,97.0,0.0,0.0,0.5,1,0
22306,6926,20,1013.1,19.6,96.0,1.0,72.0,0.5,1,0
22307,7052,20,1011.1,19.5,95.0,1.8,71.0,0.0,1,1
22308,7073,20,1009.8,19.1,95.0,1.2,88.0,0.0,1,0
22309,7199,20,1008.9,15.4,89.0,1.2,83.0,0.0,1,1
22310,7220,20,1010.8,17.6,86.0,0.0,0.0,0.0,1,1
22311,7346,20,1019.6,13.5,88.0,0.9,93.0,0.0,1,1
22312,7367,20,1018.6,12.9,92.0,1.9,80.0,0.0,1,0
22313,7493,20,1007.5,21.1,70.0,0.0,0.0,0.0,1,1
22314,7514,20,1012.4,18.4,69.0,0.8,68.0,0.0,1,1
22315,7640,20,1014.0,17.3,88.0,0.8,79.0,0.0,1,1
22316,7661,20,1015.8,14.5,78.0,0.6,76.0,0.0,1,1
22317,16,20,1013.3,16.3,90.0,0.8,77.0,0.0,1,0
22318,121,20,1008.4,17.0,99.0,1.6,83.0,3.5,1,0
22319,142,20,1006.4,18.7,82.0,3.0,80.0,0.0,1,0
22320,268,20,1018.3,12.7,71.0,0.9,80.0,0.0,1,0
22321,289,20,1012.9,15.8,78.0,1.4,84.0,0.0,1,0
22322,415,20,1009.1,17.9,97.0,1.7,84.0,0.0,1,0
22323,436,20,1005.1,19.3,96.0,0.8,75.0,0.0,1,0
22324,562,20,1006.9,18.6,78.0,1.7,67.0,0.0,1,0
22325,583,20,1010.1,14.0,92.0,0.9,75.0,0.5,1,0
22326,709,20,1018.8,8.6,90.0,0.4,8.0,1.0,1,1
22327,730,20,1019.2,8.5,96.0,0.5,70.0,1.0,1,1
22328,856,20,1012.1,15.2,95.0,1.0,74.0,0.0,1,1
22329,877,20,1018.1,10.9,98.0,0.9,85.0,0.0,1,1
22330,961,20,1007.9,19.9,73.0,0.4,82.0,0.0,1,0
22331,982,20,1008.2,18.0,93.0,0.1,0.0,0.0,1,1
22332,1003,20,1010.6,17.2,83.0,2.1,82.0,0.0,1,1
22333,1024,20,1008.7,18.9,87.0,0.0,0.0,0.0,1,1
22334,1045,20,1007.3,20.9,76.0,0.0,0.0,0.0,1,1
22335,1066,20,1006.1,17.6,95.0,0.0,0.0,0.0,1,1
22336,1150,20,1010.7,18.0,92.0,0.0,0.0,0.0,1,1
22337,1171,20,1013.3,15.0,98.0,1.1,75.0,0.0,1,1
22338,1234,20,1005.8,18.6,99.0,0.0,0.0,0.0,1,1
22339,1297,20,1006.0,22.9,89.0,1.1,82.0,0.0,1,0
22340,1318,20,1005.1,24.2,79.0,0.8,86.0,0.0,1,0
22341,1444,20,1005.7,23.3,70.0,0.7,71.0,0.0,1,0
22342,1465,20,1003.2,25.2,85.0,0.3,42.0,0.0,1,0
22343,1591,20,1010.6,17.6,76.0,0.3,82.0,0.0,1,0
22344,1612,20,1007.6,19.8,84.0,1.2,68.0,0.0,1,0
22345,1738,20,1004.6,19.1,99.0,1.6,79.0,0.0,1,0
22346,1759,20,1005.8,19.6,72.0,2.1,73.0,0.0,1,0
22347,1906,20,1004.7,27.2,91.0,0.5,76.0,0.0,1,0
22348,1969,20,1007.4,26.1,76.0,0.4,53.0,0.0,1,0
22349,1990,20,1002.4,27.3,82.0,0.3,70.0,0.0,1,0
22350,2011,20,998.8,27.1,98.0,0.6,61.0,0.0,1,0
22351,2032,20,1005.0,21.6,95.0,1.7,67.0,0.5,1,0
22352,2053,20,1010.2,21.9,78.0,1.8,64.0,0.0,1,0
22353,2179,20,1002.0,27.9,84.0,1.2,75.0,0.0,1,0
22354,2200,20,1001.2,28.3,94.0,0.1,0.0,0.0,1,0
22355,2326,20,1001.7,28.7,80.0,0.3,68.0,0.0,1,0
22356,2347,20,1003.8,22.7,99.0,2.1,83.0,0.0,1,0
22357,2473,20,1001.8,28.3,90.0,0.0,0.0,0.0,1,0
22358,2494,20,1003.0,27.7,96.0,0.5,186.0,0.0,1,0
22359,2620,20,1002.2,28.1,95.0,0.2,0.0,0.0,1,0
22360,2641,20,1002.3,27.1,100.0,1.1,62.0,0.0,1,0
22361,2767,20,995.7,27.6,60.0,1.6,88.0,0.0,1,0
22362,2788,20,992.5,26.3,73.0,3.1,75.0,0.0,1,0
22363,2914,20,996.9,28.8,71.0,0.8,225.0,0.0,1,0
22364,2935,20,996.9,30.1,76.0,0.1,0.0,0.0,1,0
22365,3061,20,1003.1,29.8,68.0,0.1,0.0,0.0,1,0
22366,3082,20,1001.0,30.4,66.0,0.3,85.0,0.0,1,0
22367,3208,20,992.6,31.5,58.0,1.0,227.0,0.0,1,0
22368,3229,20,993.2,32.2,49.0,1.1,227.0,0.0,1,0
22369,3355,20,990.9,26.4,99.0,0.8,255.0,8.5,1,0
22370,3376,20,996.7,29.3,83.0,1.0,97.0,0.0,1,0
22371,3502,20,997.4,29.5,78.0,2.6,74.0,0.0,1,0
22372,3523,20,998.3,28.8,80.0,3.1,76.0,0.0,1,0
22373,3544,20,998.6,28.6,82.0,3.0,82.0,0.0,1,0
22374,3649,20,999.5,28.7,90.0,0.3,189.0,0.0,1,0
22375,3670,20,998.9,30.1,74.0,0.0,0.0,0.0,1,0
22376,3796,20,996.3,31.4,62.0,1.9,277.0,0.0,1,0
22377,3817,20,995.8,30.2,85.0,1.1,275.0,0.0,1,0
22378,3943,20,996.3,29.1,73.0,2.2,81.0,0.0,1,0
22379,3964,20,997.5,28.8,79.0,0.9,78.0,0.0,1,0
22380,4090,20,992.4,26.8,93.0,0.9,227.0,0.0,1,0
22381,4111,20,993.6,29.7,74.0,0.5,224.0,0.0,1,0
22382,4237,20,992.8,29.4,81.0,0.7,71.0,0.0,1,0
22383,4258,20,990.5,29.4,76.0,1.8,76.0,0.0,1,0
22384,4384,20,1000.0,25.2,99.0,0.6,64.0,0.5,1,0
22385,4405,20,1001.1,25.6,98.0,0.0,0.0,0.0,1,0
22386,4531,20,997.7,30.0,69.0,0.1,0.0,0.0,1,0
22387,4552,20,998.2,29.0,83.0,1.3,76.0,0.0,1,0
22388,4678,20,1001.1,28.8,72.0,1.2,68.0,0.0,1,0
22389,4699,20,1001.4,28.7,44.0,1.1,65.0,0.0,1,0
22390,4825,20,1006.3,28.7,71.0,1.7,74.0,0.0,1,0
22391,4846,20,1003.8,28.3,68.0,1.8,77.0,0.0,1,0
22392,4972,20,1002.1,25.8,62.0,0.6,72.0,0.0,1,0
22393,4993,20,1002.1,24.2,95.0,0.2,0.0,0.5,1,0
22394,5119,20,1009.2,23.5,60.0,0.7,82.0,0.0,1,0
22395,5140,20,1008.0,24.2,66.0,0.8,52.0,0.0,1,0
22396,5266,20,1005.9,23.9,93.0,1.3,76.0,0.0,1,0
22397,5287,20,1008.5,22.2,97.0,0.5,72.0,0.5,1,0
22398,5413,20,1005.6,22.4,91.0,1.4,79.0,0.0,1,0
22399,5434,20,1006.8,20.7,96.0,1.1,70.0,0.0,1,0
22400,5560,20,1010.4,22.8,76.0,0.5,92.0,0.0,1,0
22401,5581,20,1010.0,23.1,80.0,1.8,76.0,0.0,1,0
22402,5602,20,1008.4,24.1,87.0,1.2,75.0,0.0,1,0
22403,5707,20,1009.1,22.7,75.0,1.8,80.0,0.0,1,0
22404,5728,20,1012.8,18.0,97.0,3.1,72.0,0.5,1,0
22405,5854,20,1010.5,24.2,79.0,1.3,70.0,0.0,1,0
22406,5875,20,1008.8,25.4,78.0,0.7,63.0,0.0,1,0
22407,5938,20,1010.7,23.5,83.0,1.7,80.0,0.0,1,1
22408,6001,20,1008.4,20.4,88.0,2.3,68.0,0.0,1,0
22409,6022,20,1010.4,20.8,75.0,2.7,79.0,0.0,1,0
22410,6148,20,1010.2,21.5,80.0,1.8,82.0,0.0,1,0
22411,6169,20,1009.5,22.4,86.0,0.7,74.0,0.0,1,0
22412,6295,20,1012.6,20.1,77.0,1.4,79.0,0.0,1,0
22413,6316,20,1012.3,18.7,79.0,1.2,66.0,0.0,1,0
22414,6442,20,1010.0,22.9,85.0,1.2,74.0,0.0,1,0
22415,6463,20,1009.3,21.4,86.0,0.7,83.0,0.0,1,0
22416,6589,20,1014.8,16.8,88.0,1.9,74.0,0.0,1,0
22417,6610,20,1018.6,13.9,92.0,2.4,82.0,0.0,1,0
22418,6736,20,1015.3,16.6,63.0,1.8,85.0,0.0,1,0
22419,6757,20,1011.4,20.2,61.0,0.0,0.0,0.0,1,0
22420,6883,20,1006.0,21.5,93.0,1.0,81.0,0.0,1,1
22421,6904,20,1007.2,19.7,91.0,0.6,55.0,0.0,1,0
22422,17,20,1015.9,22.5,65.0,2.9,50.0,0.0,1,1
22423,38,20,1016.5,21.1,78.0,2.8,50.0,0.0,1,1
22424,143,20,1009.6,21.7,79.0,0.1,0.0,0.0,1,1
22425,164,20,1012.5,18.7,80.0,3.5,60.0,0.0,1,0
22426,290,20,1018.5,14.1,81.0,4.2,50.0,0.0,1,1
22427,311,20,1018.7,13.8,84.0,3.9,60.0,0.0,1,1
22428,437,20,1023.0,14.5,71.0,1.8,40.0,0.0,1,1
22429,458,20,1025.9,14.2,61.0,3.7,70.0,0.0,1,1
22430,563,20,1019.9,17.8,76.0,2.3,70.0,0.0,1,0
22431,584,20,1014.1,21.1,67.0,1.9,50.0,0.0,1,1
22432,605,20,1014.0,20.8,75.0,0.3,300.0,0.0,1,1
22433,626,20,1021.3,14.9,77.0,5.9,50.0,0.0,1,1
22434,647,20,1018.4,16.5,80.0,3.9,60.0,0.0,1,1
22435,668,20,1022.7,15.8,77.0,5.0,50.0,0.0,1,1
22436,731,20,1011.2,19.0,78.0,0.7,300.0,0.0,1,1
22437,752,20,1013.0,18.9,72.0,3.4,30.0,0.0,1,1
22438,878,20,1024.9,12.0,56.0,3.0,60.0,0.0,1,1
22439,899,20,1023.8,14.7,61.0,2.2,110.0,0.0,1,1
22440,1046,20,1012.1,20.5,68.0,0.2,0.0,0.0,1,1
22441,1172,20,1016.1,13.9,85.0,2.4,100.0,1.5,1,1
22442,1193,20,1020.5,13.5,80.0,0.9,150.0,0.0,1,1
22443,1214,20,1020.4,14.7,70.0,2.2,120.0,0.0,1,1
22444,1235,20,1015.6,15.1,75.0,3.0,60.0,0.0,1,0
22445,1319,20,1010.8,18.3,76.0,1.3,20.0,0.0,1,1
22446,1340,20,1007.1,21.1,72.0,1.0,20.0,0.0,1,0
22447,1466,20,1012.8,20.7,77.0,1.9,50.0,0.0,1,1
22448,1487,20,1009.5,20.5,82.0,1.0,290.0,0.0,1,1
22449,1613,20,1015.5,19.6,82.0,2.3,60.0,0.0,1,1
22450,1634,20,1015.6,19.8,82.0,1.9,350.0,0.0,1,1
22451,1760,20,1017.7,14.7,80.0,1.6,110.0,1.0,1,1
22452,1781,20,1021.2,15.1,70.0,1.9,100.0,0.0,1,1
22453,1907,20,1018.6,15.2,58.0,1.8,130.0,0.0,1,1
22454,1928,20,1018.7,17.5,44.0,3.7,50.0,0.0,1,1
22455,1949,20,1017.4,19.9,50.0,4.2,50.0,0.0,1,1
22456,1970,20,1014.1,22.0,57.0,2.0,60.0,0.0,1,0
22457,2054,20,1007.7,25.5,70.0,0.1,0.0,0.0,1,1
22458,2075,20,1003.2,26.3,70.0,1.4,20.0,0.0,1,0
22459,2201,20,1010.1,24.9,72.0,0.9,50.0,0.0,1,1
22460,2222,20,1009.4,24.4,72.0,2.4,160.0,0.0,1,1
22461,2348,20,1012.1,17.3,78.0,2.1,120.0,3.0,1,1
22462,2369,20,1012.7,20.4,52.0,2.7,80.0,0.0,1,1
22463,2495,20,1010.3,21.7,50.0,2.8,50.0,0.0,1,1
22464,2516,20,1009.4,24.4,60.0,1.4,100.0,0.0,1,1
22465,2642,20,1013.0,22.9,76.0,2.8,80.0,0.0,1,1
22466,2663,20,1011.3,23.3,70.0,6.7,50.0,0.0,1,1
22467,2789,20,1007.4,24.5,80.0,3.0,50.0,0.0,1,1
22468,2810,20,1007.4,25.7,74.0,3.4,50.0,0.0,1,0
22469,2936,20,1005.0,24.9,70.0,3.9,40.0,0.0,1,1
22470,2957,20,1005.3,24.3,77.0,3.4,80.0,0.0,1,1
22471,3083,20,1007.4,20.5,83.0,6.4,50.0,0.0,1,1
22472,3104,20,1006.8,23.5,78.0,5.6,50.0,0.0,1,1
22473,3125,20,1006.4,26.4,70.0,4.4,50.0,0.0,1,1
22474,3146,20,1005.0,25.3,87.0,1.7,150.0,1.9,1,0
22475,3251,20,1004.5,25.0,89.0,1.6,70.0,0.0,1,0
22476,3377,20,1004.8,28.4,83.0,0.8,140.0,0.0,1,1
22477,3398,20,1005.6,26.0,86.0,0.9,180.0,1.5,1,1
22478,3524,20,1004.1,22.4,89.0,1.9,90.0,1.5,1,1
22479,3545,20,1003.3,23.4,90.0,0.9,330.0,0.5,1,0
22480,3671,20,1002.3,30.8,62.0,1.4,210.0,0.0,1,1
22481,3692,20,1002.7,31.0,62.0,1.5,240.0,0.0,1,1
22482,3818,20,1007.6,25.9,80.0,0.9,190.0,1.0,1,1
22483,3839,20,1005.3,29.5,66.0,1.1,190.0,0.0,1,1
22484,3965,20,1009.5,25.0,73.0,1.3,90.0,0.5,1,1
22485,3986,20,1006.7,27.2,76.0,0.5,180.0,0.0,1,1
22486,4112,20,1006.2,30.8,55.0,2.6,80.0,0.0,1,1
22487,4133,20,1007.1,31.4,51.0,4.0,110.0,0.0,1,1
22488,4259,20,1004.6,31.8,49.0,2.7,90.0,0.0,1,1
22489,4280,20,1003.5,28.8,70.0,1.6,70.0,0.0,1,0
22490,4406,20,979.0,26.5,87.0,7.1,10.0,7.1,1,0
22491,4427,20,989.5,30.4,66.0,5.3,100.0,0.0,1,0
22492,4553,20,1001.3,32.2,60.0,2.2,250.0,0.0,1,1
22493,4574,20,1001.3,32.1,62.0,0.7,270.0,0.0,1,1
22494,4700,20,1005.1,32.1,61.0,1.2,270.0,0.0,1,1
22495,4721,20,1004.8,31.8,65.0,1.7,260.0,0.0,1,1
22496,4847,20,1005.4,30.6,65.0,2.0,70.0,0.0,1,1
22497,4868,20,1002.0,30.6,60.0,2.5,40.0,0.0,1,1
22498,4994,20,1004.9,31.0,59.0,3.8,80.0,0.0,1,1
22499,5015,20,1009.5,26.2,83.0,0.3,90.0,0.5,1,0
22500,5141,20,1004.4,25.2,82.0,3.5,70.0,0.5,1,1
22501,5162,20,1007.3,25.2,87.0,0.9,110.0,13.5,1,0
22502,5288,20,1006.5,29.7,69.0,2.0,40.0,0.0,1,1
22503,5309,20,1007.4,29.9,65.0,1.7,60.0,0.0,1,0
22504,5435,20,1005.1,28.3,57.0,2.2,80.0,0.0,1,1
22505,5456,20,1007.5,26.3,61.0,3.9,50.0,0.0,1,0
22506,5582,20,1008.1,31.4,59.0,2.5,90.0,0.0,1,1
22507,5603,20,1008.3,29.8,58.0,1.1,150.0,0.0,1,0
22508,5750,20,1007.9,30.5,59.0,1.7,110.0,0.0,1,1
22509,5813,20,1012.8,25.8,84.0,3.7,50.0,0.0,1,0
22510,5876,20,1011.8,26.7,82.0,3.2,50.0,0.0,1,1
22511,5897,20,1009.8,27.9,83.0,5.3,50.0,0.0,1,1
22512,5918,20,1009.6,29.9,64.0,3.9,70.0,0.0,1,1
22513,5939,20,1009.2,29.5,71.0,4.3,50.0,0.0,1,0
22514,6023,20,1001.0,26.6,85.0,5.6,50.0,0.0,1,1
22515,6044,20,1006.1,25.7,92.0,0.0,0.0,0.0,1,0
22516,6170,20,1008.6,22.4,57.0,3.3,330.0,0.0,1,1
22517,6191,20,1010.5,20.7,54.0,0.3,30.0,0.0,1,1
22518,6317,20,1012.8,21.7,66.0,2.1,150.0,0.0,1,1
22519,6338,20,1019.6,22.7,59.0,1.7,40.0,0.0,1,1
22520,6464,20,1021.4,18.1,80.0,4.6,50.0,0.0,1,1
22521,6485,20,1016.4,21.2,78.0,4.4,60.0,0.0,1,1
22522,6611,20,1014.1,20.9,80.0,2.5,70.0,0.3,1,1
22523,6632,20,1011.7,22.1,77.0,3.5,50.0,0.0,1,1
22524,6758,20,1017.0,18.3,75.0,4.9,50.0,0.0,1,1
22525,6779,20,1016.1,17.6,84.0,3.4,50.0,1.0,1,1
22526,6905,20,1018.7,18.9,89.0,0.9,160.0,0.0,1,1
22527,6926,20,1017.6,20.3,81.0,2.7,60.0,0.7,1,1
22528,7052,20,1015.5,20.4,84.0,3.2,60.0,0.0,1,1
22529,7073,20,1014.4,20.3,81.0,2.0,80.0,0.0,1,1
22530,7199,20,1013.0,16.4,79.0,3.7,50.0,0.0,1,1
22531,7220,20,1015.3,17.7,81.0,1.3,180.0,0.0,1,1
22532,7346,20,1024.1,15.0,72.0,3.4,50.0,0.0,1,1
22533,7367,20,1023.0,13.7,83.0,2.5,60.0,0.1,1,1
22534,7493,20,1012.1,20.6,68.0,0.5,220.0,0.0,1,1
22535,7514,20,1017.0,19.1,65.0,3.5,50.0,0.0,1,1
22536,7640,20,1018.6,18.3,80.0,1.7,70.0,0.0,1,1
22537,7661,20,1020.4,15.5,71.0,2.4,80.0,0.0,1,1
22538,17,20,1017.9,17.2,80.0,3.9,50.0,0.0,1,1
22539,122,20,1013.2,17.7,93.0,3.8,50.0,3.4,1,1
22540,143,20,1010.5,18.4,88.0,4.3,60.0,0.1,1,0
22541,269,20,1023.4,13.4,67.0,3.1,60.0,0.0,1,1
22542,290,20,1017.8,17.1,70.0,2.6,50.0,0.0,1,1
22543,416,20,1013.7,19.2,87.0,3.7,40.0,0.0,1,1
22544,437,20,1009.7,20.5,85.0,1.2,200.0,0.0,1,1
22545,563,20,1011.5,19.2,74.0,1.8,40.0,0.0,1,1
22546,584,20,1014.9,14.5,90.0,2.1,50.0,0.4,1,0
22547,710,20,1023.8,9.1,92.0,1.1,20.0,1.5,1,1
22548,731,20,1024.1,8.9,93.0,0.9,40.0,1.0,1,1
22549,857,20,1016.7,15.9,86.0,2.5,50.0,0.0,1,1
22550,878,20,1022.9,12.1,82.0,3.9,50.0,0.0,1,1
22551,962,20,1012.5,21.2,63.0,0.6,50.0,0.0,1,0
22552,983,20,1013.0,18.4,79.0,0.7,260.0,0.0,1,1
22553,1004,20,1015.0,18.3,70.0,5.2,50.0,0.0,1,1
22554,1025,20,1013.3,20.1,72.0,0.8,10.0,0.0,1,1
22555,1046,20,1011.8,21.2,59.0,0.3,350.0,0.0,1,1
22556,1067,20,1010.8,18.3,81.0,0.6,270.0,0.0,1,1
22557,1151,20,1015.5,18.1,80.0,1.6,310.0,0.0,1,1
22558,1172,20,1018.1,15.6,93.0,0.1,0.0,0.0,1,1
22559,1235,20,1010.5,17.9,94.0,0.8,100.0,0.0,1,1
22560,1298,20,1010.5,24.0,70.0,1.4,130.0,0.0,1,0
22561,1319,20,1009.7,25.4,65.0,1.6,40.0,0.0,1,1
22562,1445,20,1010.4,24.3,62.0,1.8,50.0,0.0,1,0
22563,1466,20,1007.7,26.1,71.0,1.4,10.0,0.0,1,0
22564,1592,20,1015.4,17.8,66.0,1.6,80.0,0.0,1,0
22565,1613,20,1012.2,20.7,67.0,4.2,70.0,0.0,1,0
22566,1739,20,1009.7,19.9,82.0,3.1,120.0,4.0,1,0
22567,1760,20,1010.8,20.5,60.0,4.1,140.0,0.0,1,0
22568,1907,20,1009.4,28.6,63.0,1.2,30.0,0.0,1,0
22569,1970,20,1012.0,26.7,63.0,2.1,140.0,0.0,1,1
22570,1991,20,1006.9,29.1,64.0,0.1,0.0,0.0,1,1
22571,2012,20,1003.0,28.6,69.0,1.8,80.0,0.0,1,0
22572,2033,20,1009.6,22.3,76.0,3.0,130.0,0.5,1,0
22573,2054,20,1014.9,22.9,60.0,4.2,80.0,0.0,1,0
22574,2180,20,1006.4,29.0,66.0,1.8,100.0,0.0,1,0
22575,2201,20,1005.4,29.4,69.0,1.5,110.0,0.0,1,0
22576,2327,20,1005.9,30.4,59.0,0.1,0.0,0.0,1,0
22577,2348,20,1008.3,23.8,71.0,6.7,80.0,0.0,1,0
22578,2474,20,1006.2,28.1,76.0,1.3,160.0,0.0,1,0
22579,2495,20,1007.3,28.8,70.0,2.0,180.0,0.0,1,0
22580,2621,20,1006.5,29.1,71.0,1.5,230.0,0.1,1,0
22581,2642,20,1006.5,27.2,87.0,2.0,90.0,0.0,1,0
22582,2768,20,1000.0,28.6,52.0,3.7,110.0,0.0,1,0
22583,2789,20,996.6,27.3,59.0,5.3,100.0,0.0,1,0
22584,2915,20,1000.9,29.7,58.0,2.5,280.0,0.0,1,0
22585,2936,20,1000.9,30.6,66.0,1.9,190.0,0.0,1,0
22586,3062,20,1007.1,30.3,60.0,2.1,130.0,0.0,1,0
22587,3083,20,1005.1,31.6,53.0,1.2,360.0,0.0,1,0
22588,3209,20,996.8,32.1,52.0,2.7,270.0,0.0,1,0
22589,3230,20,997.5,32.6,46.0,2.4,250.0,0.0,1,1
22590,3356,20,995.0,27.5,86.0,3.7,320.0,4.3,1,0
22591,3377,20,1000.7,29.7,68.0,3.0,110.0,0.0,1,0
22592,3503,20,1001.2,30.4,62.0,5.1,90.0,0.0,1,0
22593,3524,20,1002.4,29.9,63.0,4.6,80.0,0.0,1,0
22594,3545,20,1002.5,29.6,66.0,5.2,70.0,0.0,1,0
22595,3650,20,1003.8,28.3,80.0,1.6,180.0,0.0,1,0
22596,3671,20,1003.1,29.3,73.0,1.5,150.0,0.0,1,0
22597,3797,20,1000.6,32.3,55.0,0.9,300.0,0.0,1,0
22598,3818,20,1000.0,31.1,70.0,1.7,360.0,0.0,1,0
22599,3944,20,1000.6,29.9,62.0,3.5,100.0,0.0,1,0
22600,3965,20,1001.8,29.7,65.0,3.2,120.0,0.0,1,0
22601,4091,20,996.7,27.2,82.0,1.1,280.0,0.0,1,0
22602,4112,20,997.8,30.4,61.0,0.9,260.0,0.0,1,1
22603,4238,20,996.9,30.1,65.0,2.0,110.0,0.0,1,0
22604,4259,20,994.4,30.1,63.0,4.2,90.0,0.0,1,0
22605,4385,20,1004.2,25.7,87.0,0.5,90.0,1.0,1,0
22606,4406,20,1005.3,25.4,87.0,1.3,220.0,0.3,1,0
22607,4532,20,1001.9,30.4,64.0,2.4,180.0,0.0,1,0
22608,4553,20,1002.3,29.5,70.0,3.3,80.0,0.0,1,0
22609,4679,20,1005.0,29.4,64.0,1.8,150.0,0.0,1,0
22610,4700,20,1005.3,29.4,61.0,2.8,90.0,0.0,1,0
22611,4826,20,1010.4,29.6,61.0,3.5,100.0,0.0,1,0
22612,4847,20,1007.8,29.5,59.0,2.5,120.0,0.0,1,0
22613,4973,20,1006.3,27.3,66.0,2.2,60.0,0.0,1,0
22614,4994,20,1006.4,24.5,86.0,0.4,210.0,0.5,1,0
22615,5120,20,1013.5,24.1,57.0,2.5,150.0,0.0,1,0
22616,5141,20,1012.5,25.1,58.0,2.7,40.0,0.0,1,0
22617,5267,20,1010.1,25.0,79.0,3.5,80.0,0.0,1,1
22618,5288,20,1013.0,22.6,87.0,2.0,90.0,7.9,1,0
